gene_id	gene_symbol	description	category	log2FoldChange	pvalue	padj	significant
MMAR_0697	mmp_697	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0697	Background_Genome	-0.4339	2.1462e-06	1.4229e-05	NO
MMAR_0863	mmp_863	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0863	Background_Genome	-0.3795	2.3697e-06	1.5625e-05	NO
MMAR_5207	fbpA	Antigen 85A mycolyltransferase FbpA (cord factor synthesis)	Cell_Wall_Lipids	-0.2039	2.5151e-06	1.6492e-05	NO
MMAR_0677	mmp_677	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0677	Background_Genome	0.3211	2.7789e-06	1.8123e-05	NO
MMAR_0334	mmp_334	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0334	Background_Genome	0.3039	2.8297e-06	1.8355e-05	NO
MMAR_0675	mmp_675	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0675	Background_Genome	0.3601	2.9413e-06	1.8976e-05	NO
MMAR_0566	mmp_566	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0566	Background_Genome	0.2595	3.9090e-06	2.4993e-05	NO
MMAR_1198	mmp_1198	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1198	Background_Genome	0.4046	3.9155e-06	2.4993e-05	NO
MMAR_1061	mmp_1061	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1061	Background_Genome	-0.4661	4.4136e-06	2.8023e-05	NO
MMAR_0701	mmp_701	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0701	Background_Genome	-0.3535	4.4582e-06	2.8157e-05	NO
MMAR_4531	dosR	DevR/DosR two-component transcriptional response regulator	DosR_Stress	0.2494	4.9673e-06	3.1196e-05	NO
MMAR_0298	mmp_298	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0298	Background_Genome	-0.3561	4.9913e-06	3.1196e-05	NO
MMAR_0880	mmp_880	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0880	Background_Genome	-0.3914	5.0278e-06	3.1261e-05	NO
MMAR_0461	mmp_461	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0461	Background_Genome	0.3815	5.1929e-06	3.2121e-05	NO
MMAR_1147	mmp_1147	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1147	Background_Genome	0.3829	5.2390e-06	3.2240e-05	NO
MMAR_1017	mmp_1017	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1017	Background_Genome	-0.2002	6.0251e-06	3.6889e-05	NO
MMAR_0251	mmp_251	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0251	Background_Genome	0.3688	6.1322e-06	3.7353e-05	NO
MMAR_0122	mmp_122	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0122	Background_Genome	0.3151	6.3876e-06	3.8713e-05	NO
MMAR_1036	mmp_1036	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1036	Background_Genome	0.6802	6.8651e-06	4.1398e-05	NO
MMAR_0758	mmp_758	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0758	Background_Genome	0.3128	7.4285e-06	4.4571e-05	NO
MMAR_1188	mmp_1188	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1188	Background_Genome	-0.3323	8.0974e-06	4.8343e-05	NO
MMAR_0712	mmp_712	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0712	Background_Genome	-0.3298	8.9277e-06	5.3036e-05	NO
MMAR_0606	mmp_606	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0606	Background_Genome	-0.2180	9.0752e-06	5.3383e-05	NO
MMAR_1099	mmp_1099	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1099	Background_Genome	-0.4124	9.0688e-06	5.3383e-05	NO
MMAR_0744	mmp_744	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0744	Background_Genome	0.2977	1.0166e-05	5.9511e-05	NO
MMAR_0437	mmp_437	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0437	Background_Genome	-0.5124	1.0514e-05	6.1246e-05	NO
MMAR_0444	mmp_444	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0444	Background_Genome	-0.1584	1.0987e-05	6.3695e-05	NO
MMAR_1157	mmp_1157	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1157	Background_Genome	-0.3759	1.1043e-05	6.3710e-05	NO
MMAR_0525	mmp_525	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0525	Background_Genome	0.4162	1.1742e-05	6.7418e-05	NO
MMAR_1094	mmp_1094	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1094	Background_Genome	-0.4927	1.2259e-05	7.0053e-05	NO
MMAR_1120	mmp_1120	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1120	Background_Genome	-0.3508	1.2471e-05	7.0923e-05	NO
MMAR_0479	mmp_479	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0479	Background_Genome	0.3420	1.2589e-05	7.1259e-05	NO
MMAR_0681	mmp_681	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0681	Background_Genome	0.2579	1.3300e-05	7.4932e-05	NO
MMAR_0286	mmp_286	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0286	Background_Genome	0.3243	1.3859e-05	7.7713e-05	NO
MMAR_0797	mmp_797	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0797	Background_Genome	-0.3406	1.4178e-05	7.9133e-05	NO
MMAR_0388	mmp_388	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0388	Background_Genome	0.2250	1.4308e-05	7.9490e-05	NO
MMAR_0557	mmp_557	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0557	Background_Genome	0.5301	1.5318e-05	8.4706e-05	NO
MMAR_0161	mmp_161	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0161	Background_Genome	-0.7040	1.6904e-05	9.3051e-05	NO
MMAR_0376	mmp_376	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0376	Background_Genome	-0.2815	1.7023e-05	9.3276e-05	NO
MMAR_0987	mmp_987	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0987	Background_Genome	0.3971	1.7356e-05	9.4238e-05	NO
MMAR_1137	mmp_1137	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1137	Background_Genome	0.4292	1.7299e-05	9.4238e-05	NO
MMAR_1104	mmp_1104	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1104	Background_Genome	-0.5209	1.9032e-05	1.0288e-04	NO
MMAR_0616	mmp_616	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0616	Background_Genome	-0.4371	2.0149e-05	1.0842e-04	NO
MMAR_0474	mmp_474	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0474	Background_Genome	0.4467	2.1395e-05	1.1462e-04	NO
MMAR_1072	mmp_1072	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1072	Background_Genome	0.2269	2.1802e-05	1.1628e-04	NO
MMAR_0624	mmp_624	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0624	Background_Genome	0.2267	2.2752e-05	1.2081e-04	NO
MMAR_0463	mmp_463	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0463	Background_Genome	-0.3810	2.4573e-05	1.2990e-04	NO
MMAR_0133	mmp_133	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0133	Background_Genome	-0.3273	2.5681e-05	1.3516e-04	NO
MMAR_0216	mmp_216	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0216	Background_Genome	0.4058	2.7016e-05	1.4157e-04	NO
MMAR_1040	mmp_1040	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1040	Background_Genome	-0.3066	2.7837e-05	1.4524e-04	NO
MMAR_4532	dosS	DosS histidine kinase sensor (redox / oxygen unweighting)	DosR_Stress	0.2883	2.8959e-05	1.5044e-04	NO
MMAR_0367	mmp_367	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0367	Background_Genome	0.2528	3.4131e-05	1.7654e-04	NO
MMAR_0224	mmp_224	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0224	Background_Genome	-0.3803	3.4765e-05	1.7905e-04	NO
MMAR_0507	mmp_507	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0507	Background_Genome	0.1395	3.7771e-05	1.9370e-04	NO
MMAR_0626	mmp_626	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0626	Background_Genome	0.3710	3.9432e-05	2.0136e-04	NO
MMAR_0233	mmp_233	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0233	Background_Genome	-0.6972	4.1437e-05	2.1070e-04	NO
MMAR_0229	mmp_229	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0229	Background_Genome	0.3614	4.3668e-05	2.2110e-04	NO
MMAR_0747	mmp_747	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0747	Background_Genome	0.2866	4.6412e-05	2.3401e-04	NO
MMAR_0785	mmp_785	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0785	Background_Genome	-0.3039	4.6614e-05	2.3405e-04	NO
MMAR_0100	mmp_100	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0100	Background_Genome	-0.4708	4.7081e-05	2.3452e-04	NO
MMAR_0671	mmp_671	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0671	Background_Genome	0.1480	4.7100e-05	2.3452e-04	NO
MMAR_0979	mmp_979	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0979	Background_Genome	0.4131	4.9355e-05	2.4473e-04	NO
MMAR_1200	mmp_1200	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1200	Background_Genome	-0.5341	5.1583e-05	2.5473e-04	NO
MMAR_0553	mmp_553	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0553	Background_Genome	-0.6052	6.4911e-05	3.1923e-04	NO
MMAR_1762	fadD28	Fatty acyl-AMP ligase (PDMS surface attachment)	Biofilm_GPL	0.3950	6.8640e-05	3.3483e-04	NO
MMAR_0752	mmp_752	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0752	Background_Genome	-0.2325	6.8587e-05	3.3483e-04	NO
MMAR_0535	mmp_535	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0535	Background_Genome	0.2491	7.0195e-05	3.4103e-04	NO
MMAR_0310	mmp_310	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0310	Background_Genome	-0.2899	7.0584e-05	3.4153e-04	NO
MMAR_0551	mmp_551	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0551	Background_Genome	0.4366	7.2331e-05	3.4858e-04	NO
MMAR_0143	mmp_143	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0143	Background_Genome	-0.3108	7.3937e-05	3.5490e-04	NO
MMAR_0387	mmp_387	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0387	Background_Genome	0.1783	7.7555e-05	3.7078e-04	NO
MMAR_1765	drrB	ABC transporter transmembrane permease DrrB	Biofilm_GPL	0.2754	8.3321e-05	3.9677e-04	NO
MMAR_0879	mmp_879	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0879	Background_Genome	-0.3981	8.5176e-05	4.0399e-04	NO
MMAR_0521	mmp_521	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0521	Background_Genome	-0.3992	8.6176e-05	4.0713e-04	NO
MMAR_2313	mps1	Peptide synthetase Mps1 (GPL biosynthesis / biofilm)	Biofilm_GPL	0.4797	8.9920e-05	4.2315e-04	NO
MMAR_0545	mmp_545	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0545	Background_Genome	0.4045	9.4432e-05	4.4093e-04	NO
MMAR_0672	mmp_672	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0672	Background_Genome	0.5635	9.4162e-05	4.4093e-04	NO
MMAR_0114	mmp_114	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0114	Background_Genome	0.1925	9.9706e-05	4.6375e-04	NO
MMAR_0465	mmp_465	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0465	Background_Genome	-0.2485	1.0110e-04	4.6842e-04	NO
MMAR_1190	mmp_1190	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1190	Background_Genome	-0.2946	1.0322e-04	4.7639e-04	NO
MMAR_0812	mmp_812	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0812	Background_Genome	0.2573	1.0369e-04	4.7672e-04	NO
MMAR_0814	mmp_814	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0814	Background_Genome	-0.4240	1.0741e-04	4.9194e-04	NO
MMAR_0970	mmp_970	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0970	Background_Genome	-0.4263	1.1124e-04	5.0758e-04	NO
MMAR_1096	mmp_1096	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1096	Background_Genome	-0.2861	1.1827e-04	5.3761e-04	NO
MMAR_0688	mmp_688	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0688	Background_Genome	-0.2450	1.2388e-04	5.6096e-04	NO
MMAR_0253	mmp_253	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0253	Background_Genome	0.3559	1.2577e-04	5.6738e-04	NO
MMAR_0813	mmp_813	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0813	Background_Genome	-0.2499	1.2691e-04	5.7038e-04	NO
MMAR_0725	mmp_725	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0725	Background_Genome	0.4562	1.2759e-04	5.7131e-04	NO
MMAR_0083	mmp_83	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0083	Background_Genome	0.3420	1.3250e-04	5.9107e-04	NO
MMAR_0807	mmp_807	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0807	Background_Genome	-0.3928	1.3920e-04	6.1865e-04	NO
MMAR_0602	mmp_602	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0602	Background_Genome	0.3331	1.4080e-04	6.2349e-04	NO
MMAR_0704	mmp_704	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0704	Background_Genome	0.4352	1.4293e-04	6.2830e-04	NO
MMAR_1080	mmp_1080	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1080	Background_Genome	-0.2459	1.4294e-04	6.2830e-04	NO
MMAR_5434	espA	ESX-1 substrate EspA (virulence factor)	ESX_Secretion	-0.3575	1.4517e-04	6.3577e-04	NO
MMAR_0504	mmp_504	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0504	Background_Genome	-0.1807	1.5416e-04	6.7271e-04	NO
MMAR_0638	mmp_638	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0638	Background_Genome	0.3211	1.6086e-04	6.9940e-04	NO
MMAR_1181	mmp_1181	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1181	Background_Genome	-0.3099	1.7143e-04	7.4266e-04	NO
MMAR_0360	mmp_360	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0360	Background_Genome	0.2106	1.7282e-04	7.4561e-04	NO
MMAR_1156	mmp_1156	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1156	Background_Genome	-0.3351	1.7336e-04	7.4561e-04	NO
MMAR_0268	mmp_268	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0268	Background_Genome	-0.1906	1.7847e-04	7.6485e-04	NO
MMAR_1056	mmp_1056	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1056	Background_Genome	0.2128	1.8203e-04	7.7734e-04	NO
MMAR_0157	mmp_157	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0157	Background_Genome	-0.1768	1.8534e-04	7.8869e-04	NO
MMAR_0911	mmp_911	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0911	Background_Genome	-0.3607	1.9003e-04	8.0579e-04	NO
MMAR_0798	mmp_798	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0798	Background_Genome	0.3141	1.9304e-04	8.1282e-04	NO
MMAR_0927	mmp_927	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0927	Background_Genome	0.4097	1.9300e-04	8.1282e-04	NO
MMAR_1052	mmp_1052	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1052	Background_Genome	0.2873	1.9760e-04	8.2678e-04	NO
MMAR_1170	mmp_1170	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1170	Background_Genome	-0.3037	1.9774e-04	8.2678e-04	NO
MMAR_0734	mmp_734	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0734	Background_Genome	0.1281	2.1029e-04	8.7620e-04	NO
MMAR_0397	mmp_397	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0397	Background_Genome	0.4633	2.1432e-04	8.8992e-04	NO
MMAR_0915	mmp_915	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0915	Background_Genome	0.3424	2.1760e-04	9.0043e-04	NO
MMAR_0099	mmp_99	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0099	Background_Genome	-0.2412	2.3857e-04	9.8379e-04	NO
MMAR_0660	mmp_660	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0660	Background_Genome	0.2703	2.4596e-04	1.0108e-03	NO
MMAR_0654	mmp_654	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0654	Background_Genome	0.2637	2.4901e-04	1.0198e-03	NO
MMAR_0247	mmp_247	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0247	Background_Genome	-0.2854	2.5529e-04	1.0384e-03	NO
MMAR_0564	mmp_564	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0564	Background_Genome	0.2487	2.5468e-04	1.0384e-03	NO
MMAR_1028	mmp_1028	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1028	Background_Genome	0.4340	2.6044e-04	1.0558e-03	NO
MMAR_0472	mmp_472	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0472	Background_Genome	0.3041	2.7252e-04	1.1011e-03	NO
MMAR_0889	mmp_889	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0889	Background_Genome	-0.2533	2.8079e-04	1.1307e-03	NO
MMAR_1074	mmp_1074	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1074	Background_Genome	-0.2191	2.8330e-04	1.1370e-03	NO
MMAR_0919	mmp_919	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0919	Background_Genome	-0.4590	3.0283e-04	1.2113e-03	NO
MMAR_0623	mmp_623	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0623	Background_Genome	-0.3213	3.0438e-04	1.2135e-03	NO
MMAR_0936	mmp_936	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0936	Background_Genome	-0.2248	3.0842e-04	1.2255e-03	NO
MMAR_1113	mmp_1113	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1113	Background_Genome	-0.4121	3.1103e-04	1.2318e-03	NO
MMAR_0703	mmp_703	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0703	Background_Genome	-0.2854	3.1566e-04	1.2460e-03	NO
MMAR_0226	mmp_226	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0226	Background_Genome	0.4467	3.1731e-04	1.2484e-03	NO
MMAR_0485	mmp_485	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0485	Background_Genome	-0.2141	3.1886e-04	1.2504e-03	NO
MMAR_0694	mmp_694	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0694	Background_Genome	-0.3569	3.3898e-04	1.3250e-03	NO
MMAR_0715	mmp_715	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0715	Background_Genome	0.3623	3.4934e-04	1.3567e-03	NO
MMAR_0804	mmp_804	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0804	Background_Genome	0.2867	3.4931e-04	1.3567e-03	NO
MMAR_0270	mmp_270	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0270	Background_Genome	0.3400	3.5634e-04	1.3794e-03	NO
MMAR_0632	mmp_632	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0632	Background_Genome	0.2407	3.6396e-04	1.4043e-03	NO
MMAR_0147	mmp_147	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0147	Background_Genome	0.1766	3.7224e-04	1.4300e-03	NO
MMAR_1109	mmp_1109	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1109	Background_Genome	0.1304	3.7298e-04	1.4300e-03	NO
MMAR_0587	mmp_587	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0587	Background_Genome	0.3175	3.7508e-04	1.4334e-03	NO
MMAR_0730	mmp_730	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0730	Background_Genome	0.2713	3.9837e-04	1.5176e-03	NO
MMAR_0456	mmp_456	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0456	Background_Genome	0.2774	4.0382e-04	1.5335e-03	NO
MMAR_0976	mmp_976	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0976	Background_Genome	0.5662	4.0573e-04	1.5359e-03	NO
MMAR_0449	mmp_449	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0449	Background_Genome	-0.2677	4.1733e-04	1.5748e-03	NO
MMAR_0148	mmp_148	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0148	Background_Genome	-0.2964	4.2053e-04	1.5819e-03	NO
MMAR_0612	mmp_612	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0612	Background_Genome	-0.3187	4.2368e-04	1.5888e-03	NO
MMAR_0981	mmp_981	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0981	Background_Genome	0.3338	4.4375e-04	1.6589e-03	NO
MMAR_0448	mmp_448	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0448	Background_Genome	-0.2857	4.5902e-04	1.7106e-03	NO
MMAR_0438	mmp_438	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0438	Background_Genome	0.3093	4.8686e-04	1.8088e-03	NO
MMAR_0577	mmp_577	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0577	Background_Genome	-0.4455	4.9219e-04	1.8229e-03	NO
MMAR_0940	mmp_940	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0940	Background_Genome	-0.2339	4.9514e-04	1.8282e-03	NO
MMAR_0586	mmp_586	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0586	Background_Genome	0.1045	5.0027e-04	1.8415e-03	NO
MMAR_0123	mmp_123	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0123	Background_Genome	-0.3239	5.1380e-04	1.8855e-03	NO
MMAR_0737	mmp_737	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0737	Background_Genome	0.3993	5.1591e-04	1.8875e-03	NO
MMAR_0506	mmp_506	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0506	Background_Genome	0.1163	5.5508e-04	2.0246e-03	NO
MMAR_0866	mmp_866	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0866	Background_Genome	0.2334	5.7699e-04	2.0982e-03	NO
MMAR_0324	mmp_324	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0324	Background_Genome	-0.2271	6.0549e-04	2.1951e-03	NO
MMAR_0670	mmp_670	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0670	Background_Genome	-0.1768	6.1461e-04	2.2215e-03	NO
MMAR_1764	drrA	Daunorubicin resistance ABC transporter DrrA	Biofilm_GPL	0.2989	6.3499e-04	2.2869e-03	NO
MMAR_0482	mmp_482	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0482	Background_Genome	0.2055	6.3843e-04	2.2869e-03	NO
MMAR_1135	mmp_1135	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1135	Background_Genome	-0.1888	6.3807e-04	2.2869e-03	NO
MMAR_0738	mmp_738	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0738	Background_Genome	0.3875	6.4217e-04	2.2935e-03	NO
MMAR_1029	mmp_1029	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1029	Background_Genome	-0.3003	6.5656e-04	2.3379e-03	NO
MMAR_0829	mmp_829	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0829	Background_Genome	-0.2847	6.6204e-04	2.3504e-03	NO
MMAR_0105	mmp_105	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0105	Background_Genome	0.1669	6.7358e-04	2.3844e-03	NO
MMAR_0204	mmp_204	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0204	Background_Genome	-0.3975	6.8712e-04	2.4251e-03	NO
MMAR_0989	mmp_989	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0989	Background_Genome	-0.1836	7.3492e-04	2.5862e-03	NO
MMAR_0188	mmp_188	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0188	Background_Genome	-0.2475	7.5329e-04	2.6354e-03	NO
MMAR_0887	mmp_887	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0887	Background_Genome	-0.3206	7.5172e-04	2.6354e-03	NO
MMAR_0707	mmp_707	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0707	Background_Genome	0.3316	7.6799e-04	2.6790e-03	NO
MMAR_0875	mmp_875	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0875	Background_Genome	-0.1762	7.9076e-04	2.7483e-03	NO
MMAR_1132	mmp_1132	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1132	Background_Genome	-0.3452	7.9242e-04	2.7483e-03	NO
MMAR_0306	mmp_306	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0306	Background_Genome	-0.2922	8.5346e-04	2.9473e-03	NO
MMAR_0692	mmp_692	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0692	Background_Genome	0.3406	8.5506e-04	2.9473e-03	NO
MMAR_0699	mmp_699	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0699	Background_Genome	-0.3217	8.5717e-04	2.9473e-03	NO
MMAR_1142	mmp_1142	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1142	Background_Genome	-0.3356	8.5975e-04	2.9477e-03	NO
MMAR_0332	mmp_332	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0332	Background_Genome	0.3553	9.1621e-04	3.1324e-03	NO
MMAR_1119	mmp_1119	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1119	Background_Genome	-0.2807	9.2424e-04	3.1508e-03	NO
MMAR_0852	mmp_852	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0852	Background_Genome	-0.3505	9.3502e-04	3.1785e-03	NO
MMAR_0184	mmp_184	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0184	Background_Genome	0.1495	9.8218e-04	3.3286e-03	NO
MMAR_1140	mmp_1140	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1140	Background_Genome	-0.3614	9.8471e-04	3.3286e-03	NO
MMAR_1196	mmp_1196	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1196	Background_Genome	0.3697	1.0412e-03	3.5098e-03	NO
MMAR_0215	mmp_215	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0215	Background_Genome	0.1683	1.0504e-03	3.5309e-03	NO
MMAR_0340	mmp_340	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0340	Background_Genome	0.3312	1.1204e-03	3.7449e-03	NO
MMAR_1084	mmp_1084	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1084	Background_Genome	-0.2824	1.1181e-03	3.7449e-03	NO
MMAR_1093	mmp_1093	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1093	Background_Genome	-0.3621	1.1388e-03	3.7961e-03	NO
